#5242
21
#inobs
74 263 771 550 192  44   7   4   6  14 114 186 170 110 134  82 457 523 588 647 306
#YEAR RIVER l1 l2 dt dl
2006 2 335 334 371 -0.98
2006 2 321 328 370 6.91
2006 1 409 407 415 -1.76
2006 2 385 376 377 -8.72
2006 2 420 426 377 5.81
2006 2 355 360 397 4.6
2006 2 351 365 400 12.78
2006 2 310 322 515 8.51
2006 2 289 314 511 17.87
2006 2 471 479 390 7.49
2006 2 221 267 372 45.17
2006 2 283 300 370 16.78
2006 2 235 270 371 34.46
2006 2 282 290 373 7.83
2006 2 282 305 396 21.21
2006 2 309 342 515 23.4
2006 2 283 313 511 21.44
2006 2 315 338 401 20.95
2006 2 305 296 453 -7.26
2006 2 321 344 572 14.69
2006 2 252 260 399 7.32
2006 2 300 330 400 27.39
2006 2 225 262 511 26.45
2006 2 221 269 395 44.38
2006 2 217 253 512 25.68
2006 2 249 268 428 16.21
2006 2 239 265 373 25.46
2006 2 240 268 483 21.17
2006 2 220 263 538 29.19
2006 2 248 269 374 20.51
2006 2 261 302 375 39.93
2006 2 238 267 395 26.82
2006 2 245 276 377 30.03
2006 2 320 330 452 8.08
2006 2 280 296 401 14.57
2006 2 223 295 572 45.98
2006 2 277 315 483 28.74
2006 2 232 263 374 30.27
2006 2 201 240 370 38.5
2006 2 270 302 375 31.17
2006 2 217 223 398 5.51
2006 2 223 262 399 35.7
2006 2 242 287 373 44.07
2006 2 230 295 398 59.65
2006 2 237 258 371 20.67
2006 2 220 275 372 54
2006 2 238 298 397 55.2
2006 2 205 243 400 34.7
2006 2 297 316 399 17.39
2006 2 248 319 396 65.49
2006 2 232 263 367 30.85
2006 2 305 315 393 9.29
2006 2 245 276 374 30.27
2006 2 249 265 428 13.65
2006 2 179 210 399 28.38
2006 2 222 254 547 21.37
2006 2 199 240 399 37.53
2006 2 236 273 397 34.04
2006 2 295 311 401 14.57
2006 2 197 251 398 49.56
2006 1 200 243 550 28.56
2006 2 245 290 395 41.61
2006 2 374 375 385 0.95
2006 2 276 295 380 18.26
2006 1 190 224 422 29.43
2006 1 212 240 447 22.88
2006 2 230 269 371 38.4
2006 2 199 250 427 43.62
2006 2 167 231 510 45.84
2006 2 252 281 398 26.61
2006 2 205 230 397 23
2006 2 230 278 511 34.31
2006 2 240 317 570 49.34
2006 2 167 230 401 57.38
2006 2 200 284 574 53.45
2006 2 184 271 538 59.06
2006 2 205 265 371 59.07
2006 2 185 245 397 55.2
2006 2 210 268 369 57.41
2006 2 188 240 372 51.06
2006 2 191 250 399 54.01
2006 2 272 301 397 26.68
2006 2 210 272 400 56.61
2006 2 150 225 396 69.18
2006 2 150 282 399 120.83
2006 2 189 242 396 48.88
2006 2 205 262 397 52.44
2006 2 270 290 513 14.24
2006 2 246 277 371 30.52
2006 2 246 320 398 67.91
2006 2 163 248 375 82.79
2006 2 161 300 400 126.92
2006 2 147 205 515 41.13
2006 2 232 298 369 65.33
2006 2 220 281 371 60.05
2006 2 230 278 372 47.13
2006 2 233 242 372 8.84
2006 2 196 237 398 37.63
2006 2 355 357 398 1.84
2006 2 190 245 481 41.76
2006 2 157 240 373 81.28
2006 2 231 270 395 36.06
2006 2 147 236 373 87.15
2006 2 147 234 397 80.04
2006 2 205 251 479 35.08
2006 2 147 207 396 55.34
2006 2 127 215 375 85.71
2006 2 258 279 373 20.56
2006 2 125 222 399 88.8
2006 2 150 250 399 91.54
2006 2 145 237 514 65.38
2006 1 160 196 473 27.8
2006 1 306 329 475 17.69
2006 1 187 235 448 39.13
2006 1 172 216 494 32.53
2006 1 311 336 500 18.26
2006 1 224 250 414 22.94
2006 1 177 208 447 25.33
2006 1 156 229 583 45.73
2006 1 379 382 391 2.8
2006 2 156 243 536 59.28
2006 2 162 216 572 34.48
2006 2 225 236 396 10.15
2006 2 175 248 536 49.74
2006 2 211 261 452 40.4
2006 2 299 327 396 25.83
2006 2 219 256 429 31.5
2006 2 181 265 537 57.13
2006 2 202 232 398 27.53
2006 2 251 254 427 2.57
2006 2 216 293 537 52.37
2006 2 199 227 427 23.95
2006 2 174 224 428 42.67
2006 2 267 303 428 30.72
2006 2 299 335 403 32.63
2006 2 182 224 369 41.57
2006 2 166 236 453 56.44
2006 2 232 270 575 24.14
2006 2 209 258 453 39.51
2006 2 228 260 398 29.37
2006 2 165 221 397 51.52
2006 2 185 266 572 51.72
2006 2 169 247 571 49.89
2006 2 175 238 397 57.96
2006 2 195 285 574 57.27
2006 2 201 275 570 47.42
2006 2 217 296 372 77.57
2006 2 194 290 571 61.41
2006 2 196 249 403 48.04
2006 2 180 235 372 54
2006 2 203 280 569 49.43
2006 2 197 239 538 28.51
2006 2 287 314 571 17.27
2006 2 151 225 538 50.24
2006 2 224 260 395 33.29
2006 2 263 287 395 22.19
2006 2 219 255 368 35.73
2006 2 234 269 369 34.64
2006 2 166 233 537 45.57
2006 2 183 256 569 46.86
2006 2 206 270 571 40.94
2006 2 220 257 452 29.9
2006 2 185 254 573 43.98
2006 2 227 276 374 47.85
2006 2 166 208 394 38.94
2006 2 192 247 394 50.99
2006 2 152 240 538 59.74
2006 2 330 342 370 11.85
2006 2 161 236 538 50.92
2006 2 229 320 369 90.08
2006 2 160 225 369 64.34
2006 2 210 245 370 34.55
2006 2 154 221 538 45.49
2006 2 160 227 399 61.33
2006 2 173 236 372 61.86
2006 2 187 260 538 49.56
2006 2 195 275 540 54.11
2006 2 152 239 572 55.55
2006 2 293 305 367 11.94
2006 2 234 277 535 29.36
2006 2 222 247 368 24.81
2006 2 150 227 399 70.49
2006 2 150 195 370 44.42
2006 2 201 250 368 48.63
2006 2 218 233 370 14.81
2006 2 270 287 370 16.78
2006 2 187 225 394 35.23
2006 2 207 236 393 26.95
2006 2 177 212 381 33.55
2006 2 166 240 369 73.25
2006 2 176 242 515 46.81
2006 2 190 259 545 46.24
2006 2 215 243 428 23.89
2006 2 280 295 371 14.77
2006 2 295 303 429 6.81
2006 2 172 232 513 42.72
2006 2 199 234 428 29.87
2006 2 177 222 513 32.04
2006 2 214 244 428 25.6
2006 2 228 242 379 13.49
2006 2 201 237 370 35.54
2006 2 255 293 402 34.53
2006 2 186 218 370 31.59
2006 2 190 235 371 44.3
2006 2 254 287 427 28.23
2006 2 215 273 379 55.9
2006 2 238 274 510 25.78
2006 2 260 282 369 21.78
2006 2 233 253 425 17.19
2006 2 174 220 374 44.92
2006 2 205 231 368 25.81
2006 2 150 235 549 56.55
2006 2 174 244 544 47
2006 2 189 226 372 36.33
2006 2 160 189 370 28.63
2006 2 175 225 370 49.36
2006 2 235 278 374 41.99
2006 2 202 250 545 32.17
2006 2 154 188 368 33.75
2006 2 171 235 398 58.73
2006 2 224 236 368 11.91
2006 2 205 245 547 26.71
2006 2 180 235 370 54.29
2006 2 169 224 545 36.86
2006 2 170 208 372 37.31
2006 2 184 241 375 55.52
2006 2 166 214 374 46.88
2006 2 186 275 545 59.65
2006 2 184 206 373 21.54
2006 2 184 237 370 52.32
2006 2 252 274 370 21.72
2006 2 179 197 371 17.72
2006 2 185 240 367 54.74
2006 2 178 228 369 49.49
2006 2 185 218 369 32.66
2006 2 224 256 369 31.67
2006 2 193 234 371 40.36
2006 2 180 201 368 20.84
2006 2 122 206 517 59.34
2006 2 186 240 376 52.46
2006 2 267 292 517 17.66
2006 2 280 302 401 20.04
2006 2 238 256 376 17.49
2006 2 244 267 400 21
2006 2 260 282 401 20.04
2006 2 241 265 399 21.97
2006 2 243 261 376 17.49
2006 2 297 308 399 10.07
2006 2 128 209 399 74.15
2006 2 140 200 401 54.65
2006 2 141 210 486 51.86
2006 2 129 193 376 62.17
2006 2 260 286 400 23.74
2006 2 146 197 520 35.82
2006 2 252 271 399 17.39
2006 2 267 266 376 -0.97
2006 2 265 279 399 12.82
2006 2 221 312 521 63.8
2006 2 136 202 517 46.63
2006 2 145 206 374 59.57
2006 2 248 282 400 31.05
2006 2 125 184 374 57.62
2006 2 140 189 401 44.63
2006 2 138 208 399 64.08
2006 2 139 193 376 52.46
2006 2 148 219 374 69.34
2006 2 262 276 519 9.85
2006 2 150 206 399 51.26
2006 2 283 309 399 23.8
2006 2 141 203 376 60.23
2006 2 301 316 376 14.57
2006 2 137 220 374 81.06
2006 2 150 196 374 44.92
2006 2 133 190 374 55.67
2006 2 285 295 401 9.11
2006 2 132 210 375 75.97
2006 2 158 236 399 71.4
2006 2 380 380 399 0
2006 2 209 244 375 34.09
2006 2 262 277 399 13.73
2006 2 142 202 375 58.44
2006 2 392 402 518 7.05
2006 2 190 245 483 41.59
2006 2 132 206 517 52.28
2006 2 245 274 399 26.55
2006 2 241 266 401 22.77
2006 2 236 237 401 0.91
2006 2 140 200 374 58.6
2006 2 281 287 374 5.86
2006 2 276 304 400 25.57
2006 2 268 301 401 30.06
2006 2 315 331 400 14.61
2006 2 263 280 399 15.56
2006 2 146 220 377 71.69
2006 2 143 221 375 75.97
2006 2 310 336 375 25.32
2006 2 128 225 400 88.57
2006 2 142 236 399 86.05
2006 2 137 229 376 89.37
2006 2 135 222 404 78.66
2006 2 138 223 401 77.42
2006 2 167 248 399 74.15
2006 2 268 278 401 9.11
2006 2 272 309 400 33.79
2006 2 285 316 399 28.38
2006 2 140 196 401 51.01
2006 2 230 281 402 46.34
2006 2 285 321 400 32.87
2006 2 205 224 399 17.39
2006 2 132 241 400 99.53
2006 2 260 287 401 24.59
2006 2 168 274 400 96.79
2006 2 265 290 376 24.29
2006 2 130 220 401 81.98
2006 2 145 225 401 72.87
2006 2 226 311 486 63.88
2006 2 215 268 518 37.37
2006 2 138 205 518 47.24
2006 2 142 240 516 69.37
2006 2 242 263 484 15.85
2006 2 147 225 482 59.11
2006 2 116 167 398 46.8
2006 2 140 197 398 52.31
2006 2 140 179 373 38.19
2006 2 148 211 398 57.82
2006 2 138 215 398 70.66
2006 2 119 177 373 56.79
2006 2 246 258 399 10.98
2006 2 145 200 373 53.86
2006 2 140 202 374 60.55
2006 2 136 200 398 58.73
2006 2 351 367 399 14.65
2006 2 145 202 375 55.52
2006 2 307 308 399 0.92
2006 2 142 197 373 53.86
2006 2 142 204 374 60.55
2006 2 187 272 488 63.62
2006 2 285 311 399 23.8
2006 2 280 303 398 21.11
2006 2 292 307 399 13.73
2006 2 283 305 374 21.49
2006 2 290 311 374 20.51
2006 2 258 277 374 18.56
2006 2 245 280 373 34.27
2006 2 135 205 373 68.55
2006 2 155 239 399 76.89
2006 2 196 262 400 60.27
2006 2 151 218 398 61.49
2006 2 167 256 482 67.44
2006 2 180 307 373 124.36
2006 2 256 276 398 18.35
2006 2 137 220 399 75.98
2006 2 235 262 372 26.51
2006 2 127 180 398 48.64
2006 2 164 224 372 58.91
2006 2 132 183 397 46.92
2006 2 158 252 480 71.53
2006 2 154 248 396 86.7
2006 2 260 280 374 19.53
2006 2 165 271 396 97.77
2006 2 122 210 516 62.29
2006 2 237 271 372 33.38
2006 2 137 240 401 93.82
2006 2 135 236 396 93.16
2006 2 123 181 518 40.9
2006 2 138 245 398 98.2
2006 2 130 232 399 93.37
2006 2 134 211 396 71.02
2006 2 123 228 375 102.27
2006 2 185 241 401 51.01
2006 2 147 234 371 85.65
2006 2 117 228 399 101.61
2006 2 120 206 396 79.32
2006 2 154 227 480 55.55
2006 2 135 245 375 107.14
2006 2 165 231 483 49.91
2006 2 130 224 397 86.48
2006 2 146 226 397 73.6
2006 2 177 227 484 37.73
2006 2 155 250 398 87.18
2006 2 134 213 373 77.36
2006 2 224 267 371 42.33
2006 2 210 251 398 37.63
2006 2 146 236 396 83.01
2006 2 180 245 399 59.5
2006 2 158 252 398 86.27
2006 2 185 230 372 44.18
2006 2 280 301 372 20.62
2006 2 341 375 395 31.44
2006 2 152 259 398 98.2
2006 2 174 250 400 69.4
2006 2 146 255 513 77.61
2006 2 127 242 373 112.61
2006 2 116 166 521 35.05
2006 2 170 224 394 50.06
2006 2 201 250 394 45.42
2006 2 248 303 514 39.08
2006 2 206 276 395 64.73
2006 2 306 315 512 6.42
2006 2 144 225 396 74.71
2006 2 135 235 397 92
2006 2 149 260 394 102.9
2006 1 201 259 473 44.79
2006 2 165 245 448 65.22
2006 2 220 259 450 31.65
2006 2 183 233 483 37.81
2006 2 250 270 367 19.9
2006 2 137 180 481 32.65
2006 2 143 198 453 44.35
2006 2 141 245 482 78.81
2006 2 139 217 449 63.45
2006 2 160 201 446 33.58
2006 2 135 236 366 100.79
2006 2 158 222 481 48.6
2006 2 195 247 448 42.4
2006 2 149 186 479 28.21
2006 2 153 264 479 84.64
2006 2 162 188 445 21.34
2006 2 150 198 367 47.77
2006 2 155 206 398 46.8
2006 2 246 250 398 3.67
2006 2 150 221 401 64.67
2006 2 184 220 366 35.93
2006 2 207 265 397 53.36
2006 2 165 250 399 77.81
2006 2 175 227 372 51.06
2006 2 152 236 375 81.82
2006 2 173 205 367 31.85
2006 2 173 230 369 56.42
2007 2 448 445 560 -1.96
2007 2 409 409 394 0
2007 2 411 411 374 0
2007 2 379 381 390 1.87
2007 2 375 377 392 1.86
2007 2 395 399 394 3.71
2007 2 409 407 391 -1.87
2007 2 419 422 378 2.9
2007 2 422 429 389 6.57
2007 2 377 382 391 4.67
2007 2 388 390 369 1.98
2007 2 416 420 392 3.73
2007 2 475 472 374 -2.93
2007 2 410 415 388 4.71
2007 2 340 336 366 -3.99
2007 2 410 410 368 0
2007 2 377 375 392 -1.86
2007 2 320 323 395 2.77
2007 2 310 314 390 3.75
2007 2 310 314 422 3.46
2007 2 287 288 393 0.93
2007 2 368 382 532 9.61
2007 2 277 286 392 8.39
2007 2 384 383 392 -0.93
2007 2 341 345 392 3.73
2007 2 290 300 388 9.41
2007 2 332 348 391 14.95
2007 2 271 285 422 12.12
2007 2 302 313 388 10.36
2007 2 287 291 388 3.77
2007 2 302 318 501 11.66
2007 2 290 292 390 1.87
2007 2 255 300 389 42.25
2007 2 291 330 504 28.26
2007 2 309 320 391 10.28
2007 2 272 291 389 17.84
2007 2 276 290 389 13.15
2007 2 325 346 390 19.67
2007 2 330 350 392 18.64
2007 2 249 265 393 14.87
2007 2 297 330 437 27.58
2007 2 257 267 393 9.29
2007 2 242 278 386 34.06
2007 2 278 284 388 5.65
2007 2 247 271 387 22.65
2007 2 396 391 394 -4.64
2007 2 420 427 366 6.99
2007 2 234 241 391 6.54
2007 2 230 250 367 19.9
2007 2 245 281 504 26.09
2007 2 215 227 368 11.91
2007 2 271 283 366 11.98
2007 2 228 256 533 19.19
2007 2 247 263 389 15.02
2007 2 252 285 388 31.07
2007 2 260 275 391 14.01
2007 2 280 297 397 15.64
2007 2 316 343 391 25.22
2007 2 248 278 390 28.1
2007 2 201 242 389 38.5
2007 2 290 337 388 44.24
2007 2 298 320 390 20.6
2007 2 266 281 439 12.48
2007 2 242 271 422 25.1
2007 2 258 278 500 14.61
2007 2 356 362 391 5.6
2007 2 232 280 500 35.06
2007 2 240 271 390 29.03
2007 2 251 260 396 8.3
2007 2 279 294 388 14.12
2007 2 208 245 478 28.27
2007 2 229 267 389 35.68
2007 2 219 275 534 38.3
2007 2 225 262 389 34.74
2007 2 242 325 501 60.51
2007 2 329 356 537 18.36
2007 2 205 247 444 34.55
2007 2 257 272 421 13.01
2007 2 224 235 422 9.52
2007 2 224 250 392 24.23
2007 2 238 256 560 11.74
2007 2 263 274 366 10.98
2007 2 256 274 390 16.86
2007 2 245 272 532 18.54
2007 2 247 270 393 21.38
2007 2 250 266 394 14.83
2007 2 230 265 466 27.43
2007 2 212 232 438 16.68
2007 2 224 266 532 28.84
2007 2 258 266 391 7.47
2007 2 220 251 534 21.2
2007 2 195 225 393 27.88
2007 2 200 234 464 26.76
2007 2 218 276 447 47.39
2007 2 233 247 392 13.04
2007 2 240 265 389 23.47
2007 2 289 301 502 8.73
2007 2 277 282 501 3.65
2007 2 215 246 420 26.96
2007 2 280 290 421 8.68
2007 2 301 321 390 18.73
2007 2 193 243 500 36.52
2007 2 316 323 391 6.54
2007 2 220 261 391 38.3
2007 2 196 226 389 28.17
2007 2 295 298 390 2.81
2007 2 240 302 389 58.21
2007 2 201 261 390 56.19
2007 2 266 282 390 14.98
2007 2 200 241 391 38.3
2007 2 305 318 390 12.17
2007 2 305 325 390 18.73
2007 2 280 291 391 10.28
2007 2 221 271 388 47.07
2007 2 218 274 390 52.45
2007 2 250 260 372 9.82
2007 2 234 246 390 11.24
2007 2 217 254 389 34.74
2007 2 251 296 389 42.25
2007 2 286 300 390 13.11
2007 2 325 336 390 10.3
2007 2 190 221 389 29.11
2007 2 317 332 391 14.01
2007 2 234 290 391 52.31
2007 2 285 300 390 14.05
2007 2 270 305 390 32.78
2007 2 220 256 389 33.8
2007 2 218 246 389 26.29
2007 2 270 270 368 0
2007 2 163 200 390 34.65
2007 2 217 255 390 35.59
2007 2 200 242 389 39.44
2007 2 368 373 389 4.69
2007 2 314 311 389 -2.82
2007 2 308 322 391 13.08
2007 2 305 315 391 9.34
2007 2 311 326 390 14.05
2007 2 280 300 389 18.78
2007 2 255 282 500 19.72
2007 2 215 248 391 30.83
2007 2 307 340 389 30.99
2007 2 212 245 388 31.07
2007 2 224 262 389 35.68
2007 2 183 234 390 47.76
2007 2 241 273 447 26.15
2007 2 280 297 389 15.96
2007 2 187 240 505 38.33
2007 2 240 276 391 33.63
2007 2 228 279 386 48.26
2007 2 236 265 390 27.16
2007 2 205 264 390 55.26
2007 2 213 230 396 15.68
2007 2 250 273 389 21.6
2007 2 210 261 389 47.89
2007 2 267 293 389 24.41
2007 2 243 268 390 23.41
2007 2 248 290 384 39.95
2007 2 367 378 390 10.3
2007 2 256 291 388 32.95
2007 2 220 269 502 35.65
2007 2 295 305 388 9.41
2007 2 269 300 390 29.03
2007 2 302 318 390 14.98
2007 2 253 286 391 30.83
2007 2 254 280 388 24.48
2007 2 217 275 389 54.46
2007 2 321 319 390 -1.87
2007 2 215 250 390 32.78
2007 2 211 262 500 37.26
2007 2 239 262 391 21.49
2007 2 205 250 391 42.04
2007 2 292 304 389 11.27
2007 2 359 360 390 0.94
2007 2 270 279 389 8.45
2007 2 205 235 389 28.17
2007 2 214 255 390 38.4
2007 2 210 280 500 51.14
2007 2 210 238 391 26.16
2007 2 200 245 391 42.04
2007 2 187 223 389 33.8
2007 2 219 282 501 45.93
2007 2 212 243 391 28.96
2007 2 198 244 388 43.3
2007 2 201 230 389 27.23
2007 2 196 225 391 27.09
2007 2 184 220 389 33.8
2007 2 312 326 390 13.11
2007 2 290 304 389 13.15
2007 2 226 271 388 42.36
2007 2 254 311 390 53.38
2007 2 236 260 507 17.29
2007 2 229 272 389 40.37
2007 2 235 275 385 37.95
2007 2 215 271 390 52.45
2007 2 287 315 501 20.41
2007 2 211 234 387 21.71
2007 2 238 277 391 36.43
2007 2 195 227 389 30.05
2007 2 204 282 501 56.87
2007 2 200 250 389 46.95
2007 2 259 295 389 33.8
2007 2 240 273 502 24.01
2007 1 202 238 411 31.99
2007 2 222 285 390 59
2007 2 236 306 366 69.86
2007 2 254 287 371 32.49
2007 2 190 265 526 52.08
2007 2 176 211 394 32.45
2007 2 190 227 533 25.36
2007 2 222 276 532 37.07
2007 2 200 272 532 49.43
2007 1 202 277 530 51.69
2007 2 183 283 535 68.27
2007 2 270 286 535 10.92
2007 2 241 275 421 29.5
2007 2 214 270 506 40.42
2007 2 201 238 391 34.56
2007 2 160 210 561 32.55
2007 2 190 271 530 55.82
2007 2 221 252 366 30.94
2007 2 206 243 376 35.94
2007 2 273 275 450 1.62
2007 2 206 250 392 41
2007 2 163 205 395 38.84
2007 2 409 402 394 -6.49
2007 2 166 202 392 33.54
2007 2 185 262 532 52.87
2007 2 171 230 392 54.97
2007 2 293 300 562 4.55
2007 2 181 205 394 22.25
2007 2 159 241 561 53.39
2007 2 163 240 398 70.66
2007 2 160 202 394 38.94
2007 2 216 245 399 26.55
2007 2 153 214 395 56.41
2007 2 198 215 393 15.8
2007 2 272 284 396 11.07
2007 2 221 249 398 25.7
2007 2 243 256 368 12.9
2007 2 162 217 562 35.75
2007 2 161 245 558 54.98
2007 2 211 282 533 48.65
2007 2 181 225 390 41.21
2007 2 232 263 393 28.81
2007 2 196 250 530 37.21
2007 2 276 287 390 10.3
2007 1 204 230 392 24.23
2007 2 190 224 532 23.34
2007 2 188 218 446 24.57
2007 2 185 250 534 44.46
2007 1 225 232 390 6.56
2007 2 215 242 394 25.03
2007 2 154 225 558 46.47
2007 2 180 231 560 33.26
2007 2 173 259 532 59.04
2007 2 151 223 562 46.79
2007 2 160 235 561 48.83
2007 2 267 275 392 7.45
2007 2 150 223 392 68.02
2007 2 204 221 396 15.68
2007 2 280 310 397 27.6
2007 2 210 282 559 47.04
2007 2 165 243 531 53.65
2007 2 171 232 559 39.86
2007 2 194 225 391 28.96
2007 2 173 230 531 39.21
2007 1 196 242 556 30.22
2007 2 165 249 535 57.35
2007 2 174 201 392 25.16
2007 2 264 277 392 12.11
2007 2 189 231 394 38.94
2007 2 155 208 558 34.69
2007 2 160 233 534 49.93
2007 2 226 255 393 26.95
2007 2 276 284 392 7.45
2007 2 166 234 559 44.43
2007 2 229 253 443 19.79
2007 2 166 203 387 34.92
2007 1 204 220 391 14.95
2007 2 185 230 390 42.14
2007 1 220 245 371 24.61
2007 1 235 262 390 25.29
2007 2 242 226 394 -14.83
2007 2 166 221 366 54.89
2007 2 200 266 562 42.89
2007 2 160 240 534 54.72
2007 2 167 200 394 30.59
2007 2 262 305 394 39.86
2007 2 180 249 393 64.13
2007 1 244 254 391 9.34
2007 2 150 210 466 47.03
2007 2 163 205 467 32.85
2007 2 223 236 392 12.11
2007 2 215 264 466 38.41
2007 2 158 238 533 54.82
2007 2 211 247 464 28.34
2007 2 174 214 391 37.37
2007 2 163 250 531 59.84
2007 2 169 200 393 28.81
2007 2 180 256 559 49.66
2007 2 159 230 560 46.31
2007 2 184 195 390 10.3
2007 2 218 250 378 30.92
2007 2 166 230 392 59.63
2007 2 177 234 530 39.28
2007 2 224 260 390 33.72
2007 2 150 228 530 53.75
2007 2 197 215 387 16.99
2007 2 186 241 390 51.51
2007 2 157 215 390 54.32
2007 2 162 205 390 40.27
2007 2 179 267 558 57.6
2007 2 307 321 384 13.32
2007 2 150 181 465 24.35
2007 1 194 232 391 35.5
2007 1 246 269 385 21.82
2007 1 225 250 384 23.78
2007 2 190 234 385 41.74
2007 2 159 195 373 35.25
2007 2 159 200 384 39
2007 2 207 252 453 36.28
2007 2 174 236 548 41.32
2007 2 167 230 517 44.51
2007 2 161 250 515 63.12
2007 2 154 213 543 39.69
2007 2 178 248 538 47.52
2007 2 158 180 372 21.6
2007 2 260 282 371 21.66
2007 2 188 204 374 15.63
2007 2 235 272 369 36.62
2007 2 152 185 447 26.96
2007 2 250 267 367 16.92
2007 2 200 249 373 47.98
2007 2 235 242 370 6.91
2007 2 260 265 369 4.95
2007 2 294 295 367 1
2007 2 182 212 367 29.86
2007 2 169 199 367 29.86
2007 2 156 236 507 57.63
2007 2 164 227 512 44.94
2007 2 227 241 369 13.86
2007 2 209 236 367 26.87
2007 2 211 231 367 19.9
2007 2 160 206 366 45.91
2007 2 195 234 420 33.92
2007 2 223 242 420 16.52
2007 2 178 225 394 43.57
2007 2 286 280 533 -4.11
2007 2 191 256 506 46.92
2007 2 171 219 420 41.74
2007 2 213 244 420 26.96
2007 2 172 230 505 41.95
2007 2 201 276 536 51.11
2007 2 173 242 532 47.37
2007 2 176 250 532 50.81
2007 2 217 275 534 39.67
2007 2 210 300 533 61.67
2007 2 190 231 368 40.69
2007 2 189 239 366 49.9
2007 2 185 206 366 20.96
2007 2 185 210 367 24.88
2007 2 206 235 368 28.78
2007 2 211 265 532 37.07
2007 2 191 335 532 98.86
2007 2 178 231 420 46.09
2007 2 185 241 505 40.5
2007 2 219 254 506 25.26
2007 2 170 226 533 38.38
2007 2 165 206 366 40.92
2007 2 176 204 366 27.94
2007 2 161 180 366 18.96
2007 2 162 214 510 37.24
2007 2 168 245 504 55.8
2007 2 192 235 369 42.56
2007 2 251 263 368 11.91
2007 2 176 268 508 66.15
2007 2 168 210 366 41.91
2007 2 218 250 366 31.93
2007 2 185 243 505 41.95
2007 1 272 311 370 38.5
2007 1 268 295 366 26.94
2007 2 216 284 505 49.18
2007 2 245 270 506 18.05
2007 2 178 222 532 30.21
2007 2 180 230 532 34.33
2007 2 201 262 442 50.41
2007 2 190 233 419 37.48
2007 2 176 240 532 43.94
2007 2 181 231 389 46.95
2007 2 175 225 366 49.9
2007 2 185 262 530 53.06
2007 2 200 233 534 22.57
2007 2 165 217 442 42.97
2007 2 176 230 535 36.87
2007 2 162 237 506 54.14
2007 1 257 284 367 26.87
2007 2 190 245 532 37.76
2007 2 155 191 366 35.93
2007 2 193 232 367 38.81
2007 2 180 231 502 37.11
2007 2 201 257 533 38.38
2007 2 205 280 504 54.35
2007 2 204 251 366 46.9
2007 2 168 202 505 24.59
2007 2 228 241 366 12.97
2007 2 231 246 506 10.83
2007 2 210 268 504 42.03
2007 2 200 251 534 34.88
2007 2 181 217 439 29.95
2007 2 150 213 438 52.54
2007 2 164 226 532 42.57
2007 2 182 225 439 35.78
2007 2 158 195 438 30.85
2007 2 177 205 439 23.3
2007 2 159 200 532 28.15
2007 2 172 247 504 54.35
2007 2 160 204 532 30.21
2007 2 169 210 526 28.47
2007 2 182 235 506 38.26
2007 2 156 219 504 45.66
2007 2 195 254 505 42.67
2007 2 230 236 366 5.99
2007 2 163 214 438 42.53
2007 2 173 232 532 40.51
2007 2 184 275 504 65.95
2007 2 282 324 504 30.44
2007 2 168 240 505 52.08
2007 2 174 218 531 30.27
2007 2 157 205 531 33.02
2007 2 170 222 413 45.99
2007 1 216 218 438 1.67
2007 2 158 223 504 47.11
2007 2 157 210 532 36.39
2007 2 182 259 530 53.06
2007 2 172 206 504 24.64
2007 2 166 199 437 27.58
2007 2 178 225 504 34.06
2007 2 292 305 412 11.52
2007 2 200 250 437 41.79
2007 2 155 205 530 34.46
2007 2 191 245 502 39.29
2007 1 191 235 411 39.1
2007 2 212 268 389 52.58
2007 2 235 272 389 34.74
2007 2 221 271 501 36.45
2007 2 227 283 390 52.45
2007 2 215 266 389 47.89
2007 2 230 304 389 69.48
2007 2 210 262 389 48.83
2007 2 215 244 390 27.16
2007 2 218 263 391 42.04
2007 2 189 254 391 60.72
2007 2 199 237 389 35.68
2007 2 178 250 389 67.6
2007 2 221 258 389 34.74
2007 2 210 238 391 26.16
2007 2 240 282 391 39.23
2007 2 228 272 501 32.08
2007 2 253 300 391 43.9
2007 2 221 260 502 28.38
2007 2 227 266 391 36.43
2007 2 190 226 390 33.72
2007 2 184 223 389 36.62
2007 2 176 228 389 48.83
2007 2 193 241 389 45.07
2007 2 173 220 389 44.13
2007 2 181 215 389 31.92
2007 2 179 234 389 51.64
2007 2 262 303 389 38.5
2007 2 231 249 391 16.81
2007 2 182 211 389 27.23
2007 2 258 282 390 22.48
2007 2 190 230 501 29.16
2007 2 180 242 391 57.92
2007 2 185 208 389 21.6
2007 2 244 282 389 35.68
2007 2 195 240 390 42.14
2007 2 196 233 388 34.83
2007 2 181 236 390 51.51
2007 2 230 257 388 25.42
2007 2 318 321 388 2.82
2007 2 231 275 389 41.31
2007 2 252 304 388 48.95
2007 2 234 296 366 61.87
2007 2 237 300 472 48.75
2007 2 157 193 394 33.37
2007 2 157 205 398 44.05
2007 2 177 202 398 22.94
2007 2 155 199 398 40.38
2007 2 155 185 392 27.95
2007 2 202 242 392 37.27
2007 2 171 223 394 48.21
2007 2 180 206 395 24.04
2007 2 160 200 366 39.92
2007 2 189 262 398 66.99
2007 2 216 262 394 42.64
2007 2 205 246 366 40.92
2007 2 169 191 395 20.34
2007 2 207 230 396 21.21
2007 2 179 226 394 43.57
